shot_name,filename,speed_mph,vla_deg,hla_deg,total_spin_rpm,spin_axis_deg,backspin_rpm,sidespin_rpm,carry_yd,total_yd,rollout_yd,apex_ft
s3_shot_9i_7,shot_9i_7.json,83.03,22.51,5.26,7008.5,9.70,6908.3,1181.2,101.1,102.6,1.5,51.5
s3_shot_9i_8,shot_9i_8.json,92.21,21.95,-6.31,5042.3,0.73,5041.8,64.2,122.9,126.4,3.5,62.6
s3_shot_9i_9,shot_9i_9.json,90.06,22.14,-3.09,5351.1,1.21,5349.9,113.3,118.1,121.1,3.0,60.1
s3_shot_driver_51,shot_driver_51.json,116.17,21.74,2.17,6409.0,3.23,6398.8,360.7,162.9,164.3,1.4,108.7
s3_shot_driver_52,shot_driver_52.json,102.11,31.33,3.09,8442.2,6.26,8391.8,921.1,124.5,124.1,-0.4,119.3
s3_shot_driver_53,shot_driver_53.json,97.23,30.63,2.23,8925.8,5.99,8877.1,931.1,117.6,117.1,-0.5,105.8
s3_shot_driver_54,shot_driver_54.json,121.50,12.88,-5.26,3410.9,-9.97,3359.4,-590.5,178.2,188.7,10.5,56.5
s3_shot_driver_55,shot_driver_55.json,117.48,7.48,-8.33,2150.0,-27.19,1912.4,-982.4,125.6,161.8,36.2,17.2
s3_shot_driver_56,shot_driver_56.json,118.70,17.12,-1.80,4553.8,2.81,4548.4,222.9,176.6,180.9,4.3,83.2
s3_shot_driver_57,shot_driver_57.json,120.93,14.10,-5.16,1544.1,-7.96,1529.2,-213.7,177.6,197.0,19.4,50.9
s3_shot_driver_58,shot_driver_58.json,119.27,23.59,2.48,7093.4,3.26,7081.9,403.5,163.2,163.9,0.7,125.7
s3_shot_driver_59,shot_driver_59.json,80.96,44.91,8.87,6735.0,12.36,6578.8,1442.0,83.7,83.2,-0.5,107.8
s3_shot_driver_60,shot_driver_60.json,107.39,11.67,-8.62,3268.6,-14.80,3160.1,-835.0,138.5,153.8,15.3,34.0
s3_shot_pw_64,shot_pw_64.json,69.63,28.57,0.16,5327.2,5.10,5306.2,473.4,80.1,82.4,2.3,46.4
s3_shot_pw_65,shot_pw_65.json,81.25,28.38,2.89,6959.4,9.38,6866.3,1134.7,98.5,99.4,0.9,65.6
s3_shot_pw_66,shot_pw_66.json,75.71,27.32,-1.17,6605.0,3.99,6589.0,460.1,89.7,90.8,1.1,53.5
s3_shot_pw_67,shot_pw_67.json,81.66,28.12,6.34,6509.6,12.74,6349.4,1435.1,100.0,101.1,1.1,65.0
s3_shot_pw_68,shot_pw_68.json,88.55,23.37,-0.05,6637.4,6.04,6600.5,698.8,112.7,114.1,1.4,63.4
s3_shot_pw_69,shot_pw_69.json,74.06,23.61,0.18,5880.4,8.45,5816.5,864.4,86.0,88.8,2.8,41.2
s4_shot_3w_31,shot_3w_31.json,106.87,15.70,-2.35,3662.0,8.88,3618.1,565.0,150.3,158.8,8.5,53.7
s4_shot_3w_32,shot_3w_32.json,105.45,18.52,-1.38,5714.3,2.28,5709.8,227.6,146.0,148.8,2.8,71.9
s4_shot_3w_33,shot_3w_33.json,99.72,20.51,0.54,6997.1,1.55,6994.5,189.5,132.0,133.4,1.4,72.8
s4_shot_3w_34,shot_3w_34.json,114.64,15.34,2.39,3501.5,12.77,3414.9,773.8,166.6,175.4,8.8,60.3
s4_shot_3w_35,shot_3w_35.json,117.92,14.40,3.60,3735.1,13.26,3635.5,856.4,171.9,180.2,8.3,61.1
s4_shot_5i_25,shot_5i_25.json,89.08,16.71,1.13,5261.8,6.18,5231.2,566.6,110.8,116.1,5.3,40.1
s4_shot_5i_26,shot_5i_26.json,106.31,15.46,-3.63,4114.0,3.40,4106.7,244.1,148.7,155.9,7.2,54.5
s4_shot_5i_27,shot_5i_27.json,84.90,6.99,5.73,2262.9,30.00,1959.8,1131.5,55.3,92.1,36.8,5.8
s4_shot_5i_28,shot_5i_28.json,86.01,15.91,-1.64,4178.9,1.01,4178.3,73.4,103.1,114.6,11.5,32.2
s4_shot_5i_29,shot_5i_29.json,76.23,6.14,0.67,3695.3,0.00,3695.3,0.0,46.2,73.3,27.1,4.3
s4_shot_5i_30,shot_5i_30.json,96.81,18.19,0.71,6358.2,17.49,6064.2,1911.0,124.7,127.7,3.0,55.5
s4_shot_6i_19,shot_6i_19.json,85.61,14.70,2.87,4622.8,10.94,4538.9,877.1,98.9,110.8,11.9,28.6
s4_shot_6i_20,shot_6i_20.json,78.84,9.70,-0.74,4288.8,0.00,4288.8,0.0,69.4,89.6,20.2,11.5
s4_shot_6i_21,shot_6i_21.json,91.87,17.75,0.67,5966.8,11.46,5847.9,1185.3,116.4,120.1,3.7,47.6
s4_shot_6i_22,shot_6i_22.json,76.88,7.65,14.36,3780.1,30.00,3273.7,1890.1,50.8,78.8,28.0,6.0
s4_shot_9i_14,shot_9i_14.json,87.13,22.10,0.34,5730.4,4.69,5711.2,468.2,111.2,113.9,2.7,55.8
s4_shot_9i_15,shot_9i_15.json,75.35,23.70,-1.27,6790.0,2.92,6781.2,346.1,87.7,89.3,1.6,43.9
s4_shot_9i_17,shot_9i_17.json,79.41,14.92,16.37,4369.2,30.00,3783.8,2184.6,80.9,95.6,14.7,21.4
s4_shot_9i_18,shot_9i_18.json,74.62,23.60,2.52,6418.0,6.12,6381.4,684.4,86.6,88.8,2.2,42.3
s4_shot_lw_38,shot_lw_38.json,47.61,37.82,6.06,5608.6,5.60,5581.8,546.9,42.4,43.4,1.0,30.5
s4_shot_pw_1,shot_pw_1.json,69.84,20.07,-0.58,3577.0,7.98,3542.3,496.5,74.8,83.7,8.9,26.2
s4_shot_pw_10,shot_pw_10.json,76.33,26.80,0.65,5988.6,4.90,5966.7,511.9,91.5,93.2,1.7,52.8
s4_shot_pw_11,shot_pw_11.json,76.26,27.35,-0.63,6296.3,5.22,6270.2,573.0,91.1,92.5,1.4,54.2
s4_shot_pw_2,shot_pw_2.json,53.25,24.98,0.23,4085.0,3.00,4079.4,213.9,48.5,56.0,7.5,20.2
s4_shot_pw_3,shot_pw_3.json,62.81,31.15,6.57,6128.8,6.31,6091.7,673.2,67.3,68.6,1.3,41.8
s4_shot_pw_47,shot_pw_47.json,46.66,24.60,2.26,3699.1,0.00,3699.1,0.0,37.4,45.2,7.8,14.6
s4_shot_pw_48,shot_pw_48.json,46.55,25.52,3.83,4318.4,0.58,4318.2,43.5,37.9,44.5,6.6,15.6
s4_shot_pw_49,shot_pw_49.json,60.30,22.56,3.45,4043.8,4.96,4028.7,350.0,59.3,68.0,8.7,22.8
s4_shot_pw_6,shot_pw_6.json,68.69,26.10,1.07,4148.8,8.23,4106.0,593.9,78.4,83.1,4.7,38.6
s4_shot_pw_7,shot_pw_7.json,76.85,25.20,3.72,6565.2,8.16,6498.7,931.8,91.1,92.6,1.5,49.5
s5_shot_3w_35,shot_3w_35.json,107.01,10.72,9.52,3700.4,15.50,3565.9,988.7,134.5,151.6,17.1,31.0
s5_shot_3w_36,shot_3w_36.json,128.27,9.51,-2.92,2613.7,-6.77,2595.5,-308.1,180.9,199.7,18.8,39.9
s5_shot_3w_37,shot_3w_37.json,100.89,23.65,6.42,7893.3,7.23,7830.5,993.3,131.0,131.7,0.7,87.5
s5_shot_3w_38,shot_3w_38.json,130.05,7.89,-0.57,1997.4,1.80,1996.4,62.6,171.0,200.0,29.0,28.9
s5_shot_3w_39,shot_3w_39.json,129.89,11.95,-1.78,2965.3,-0.82,2965.0,-42.3,197.1,208.9,11.8,59.4
s5_shot_3w_40,shot_3w_40.json,116.24,14.11,0.83,3909.1,0.36,3909.0,24.4,169.4,177.1,7.7,60.2
s5_shot_3w_41,shot_3w_41.json,126.56,7.88,-0.02,2418.3,5.93,2405.4,249.7,165.8,191.8,26.0,28.8
s5_shot_6i_30,shot_6i_30.json,96.45,10.09,-3.53,1644.0,5.10,1637.5,146.1,98.4,129.3,30.9,16.5
s5_shot_6i_31,shot_6i_31.json,97.89,9.42,-3.68,3752.0,4.52,3740.4,295.5,109.9,130.4,20.5,20.5
s5_shot_6i_32,shot_6i_32.json,90.17,9.74,-1.26,4135.2,7.98,4095.1,573.9,93.7,113.4,19.7,17.2
s5_shot_6i_33,shot_6i_33.json,105.71,11.72,-1.36,3776.1,10.99,3706.9,720.0,136.7,151.9,15.2,35.0
s5_shot_6i_34,shot_6i_34.json,111.13,9.31,-8.56,2637.1,-2.91,2633.7,-134.0,136.7,161.3,24.6,25.6
s5_shot_7i_26,shot_7i_26.json,107.15,14.31,-2.94,4648.0,7.59,4607.2,614.2,147.4,153.9,6.5,51.9
s5_shot_7i_27,shot_7i_27.json,103.35,14.05,-1.80,5084.7,13.65,4941.0,1200.1,136.6,142.8,6.2,46.5
s5_shot_7i_28,shot_7i_28.json,98.45,15.21,-3.44,3446.7,6.38,3425.3,383.1,129.8,140.3,10.5,40.9
s5_shot_7i_29,shot_7i_29.json,110.04,12.92,-0.51,3297.2,8.98,3256.8,514.5,150.7,163.0,12.3,42.9
s5_shot_8i_22,shot_8i_22.json,100.79,15.59,-5.47,3498.0,3.50,3491.5,213.3,136.5,146.4,9.9,45.5
s5_shot_8i_23,shot_8i_23.json,109.67,18.21,-0.03,3711.3,5.17,3696.2,334.5,160.9,167.2,6.3,70.2
s5_shot_8i_24,shot_8i_24.json,106.67,18.22,0.20,5796.8,8.85,5727.9,891.6,147.5,150.4,2.9,72.1
s5_shot_8i_25,shot_8i_25.json,96.96,18.53,-2.03,4809.3,4.30,4795.8,360.2,130.8,135.6,4.8,56.2
s5_shot_9i_19,shot_9i_19.json,101.23,20.48,-2.39,4282.2,5.84,4259.9,435.9,142.6,147.2,4.6,69.2
s5_shot_9i_20,shot_9i_20.json,98.52,20.39,1.42,4377.3,10.38,4305.7,788.4,136.0,140.8,4.8,64.1
s5_shot_9i_21,shot_9i_21.json,90.13,20.73,0.61,6342.4,5.08,6317.5,561.6,115.3,117.5,2.2,56.5
s5_shot_driver_42,shot_driver_42.json,136.11,8.71,-3.00,2154.9,-0.59,2154.8,-22.3,193.9,216.9,23.0,39.1
s5_shot_driver_43,shot_driver_43.json,133.20,5.82,-6.58,2130.0,-19.69,2005.5,-717.5,154.2,192.0,37.8,18.4
s5_shot_driver_44,shot_driver_44.json,123.96,12.67,1.29,3764.6,2.20,3761.8,144.7,184.7,193.3,8.6,61.9
s5_shot_driver_45,shot_driver_45.json,128.90,5.14,-5.25,1634.8,2.91,1632.7,83.0,135.9,181.7,45.8,13.3
s5_shot_driver_46,shot_driver_46.json,134.80,10.70,-2.42,3349.5,-6.46,3328.2,-376.8,204.1,215.2,11.1,59.2
s5_shot_driver_47,shot_driver_47.json,137.20,7.11,-4.32,2596.0,-12.12,2538.1,-545.3,186.5,211.8,25.3,32.0
s5_shot_driver_48,shot_driver_48.json,123.09,15.27,-4.21,4479.8,-6.82,4448.1,-532.0,184.2,189.2,5.0,79.3
s5_shot_driver_49,shot_driver_49.json,123.52,18.72,3.77,5686.4,8.96,5617.1,885.3,180.1,182.6,2.5,104.1
s5_shot_lw_15,shot_lw_15.json,47.74,29.72,2.34,5998.7,0.00,5998.7,0.0,41.4,45.1,3.7,21.3
s5_shot_lw_16,shot_lw_16.json,52.57,37.20,5.56,5241.1,7.60,5195.1,692.9,50.6,51.8,1.2,36.6
s5_shot_lw_17,shot_lw_17.json,55.36,37.35,7.30,5902.8,9.87,5815.5,1011.5,54.5,55.4,0.9,41.0
s5_shot_lw_18,shot_lw_18.json,52.33,36.23,0.10,5373.7,13.17,5232.3,1224.3,50.0,51.3,1.3,34.7
s5_shot_pw_1,shot_pw_1.json,48.44,29.04,5.59,4593.3,2.52,4588.9,201.9,42.6,47.8,5.2,21.0
s5_shot_pw_10,shot_pw_10.json,83.58,25.18,1.37,5520.0,9.92,5437.5,950.8,105.5,107.9,2.4,59.2
s5_shot_pw_11,shot_pw_11.json,76.63,21.19,2.89,5232.4,-5.55,5207.9,-505.6,89.9,94.2,4.3,37.9
s5_shot_pw_2,shot_pw_2.json,57.80,26.75,2.79,4564.0,2.10,4560.9,167.5,57.9,61.9,4.0,27.4
s5_shot_pw_3,shot_pw_3.json,69.78,29.37,8.09,6334.5,8.08,6271.6,890.6,79.4,80.6,1.2,48.8
s5_shot_pw_4,shot_pw_4.json,68.60,29.11,3.83,6801.1,6.75,6753.9,799.5,76.8,77.8,1.0,46.6
s5_shot_pw_5,shot_pw_5.json,77.39,28.89,4.54,6293.5,7.31,6242.3,801.2,93.0,94.2,1.2,60.1
s5_shot_pw_6,shot_pw_6.json,76.27,28.17,3.68,5434.0,9.06,5366.3,855.3,92.3,94.4,2.1,55.8
s5_shot_pw_7,shot_pw_7.json,79.68,28.14,4.44,5839.6,9.11,5765.9,924.9,97.9,99.5,1.6,61.5
s5_shot_pw_8,shot_pw_8.json,76.43,28.21,1.55,5023.9,4.70,5007.0,411.9,93.4,95.9,2.5,55.9
s5_shot_pw_9,shot_pw_9.json,86.42,24.09,0.20,5479.7,3.71,5468.2,354.1,111.1,113.7,2.6,60.9
